phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00258,Secondary polycythaemia,CPRD_2ry_polycythaemia.csv,ICD_2ry_polycythaemia.csv,,Secondary Polycythaemia,"At the specified date, a patient is defined as having had 'Secondary polycythaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Secondary polycythaemia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Secondary polycythaemia' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,2ry_polycythaemia,CPRD_2ry_polycythaemia.csv,ICD_2ry_polycythaemia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-261",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00259,Secondary pulmonary hypertension,CPRD_sec_pulm_htn.csv,ICD_sec_pulm_htn.csv,,Secondary Pulmonary Hypertension,"At the specified date, a patient is defined as having had 'Secondary pulmonary hypertension' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Secondary pulmonary hypertension' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Secondary pulmonary hypertension' or history of diagnosis during a hospitalization",Cardiovascular,0,1,sec_pulm_htn,CPRD_sec_pulm_htn.csv,ICD_sec_pulm_htn.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-262",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00260,Septicaemia,,ICD_sepsis.csv,,Septicaemia,"At the specified date, a patient is defined as having had 'Septicaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of 'Septicaemia' or history of diagnosis during a hospitalization",Infections,0,1,sepsis,0,ICD_sepsis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-263",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00261,Sick sinus syndrome,CPRD_sick_sinus.csv,ICD_sick_sinus.csv,,Sick Sinus Syndrome,"At the specified date, a patient is defined as having had 'Sick sinus syndrome' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Sick sinus syndrome' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Sick sinus syndrome' or history of diagnosis during a hospitalization",Cardiovascular,0,1,sick_sinus,,ICD_sick_sinus.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-264",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00262,Sickle-cell anaemia,CPRD_sickle_cell.csv,ICD_sickle_cell.csv,,Sickle Cell Disease,"At the specified date, a patient is defined as having had Sickle-cell anaemia IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sickle-cell anaemia diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sickle-cell anaemia or history of diagnosis during a hospitalization",Haematological or immunological,0,1,sickle_cell,CPRD_sickle_cell.csv,ICD_sickle_cell.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-265",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00263,Sickle-cell trait,CPRD_sickle_trait.csv,ICD_sickle_trait.csv,,Sickle Cell Trait,"At the specified date, a patient is defined as having had Sickle-cell trait IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sickle-cell trait diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sickle-cell trait or history of diagnosis during a hospitalization",Haematological or immunological,0,1,sickle_trait,CPRD_sickle_trait.csv,ICD_sickle_trait.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-266",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00264,Sjogren's disease,CPRD_sjogren.csv,ICD_sjogren.csv,,Sjogren's Syndrome,"At the specified date, a patient is defined as having had Sjogren's disease IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Sjogren's disease diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Sjogren's disease or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,sjogren,CPRD_sjogren.csv,ICD_sjogren.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-267",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00265,Sleep apnoea,CPRD_sleep_apnoea.csv,ICD_sleep_apnoea.csv,,Sleep apnoea,"At the specified date, a patient is defined as having had 'Sleep apnoea' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Sleep apnoea' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Sleep apnoea' or history of diagnosis during a hospitalization",Respiratory,0,1,sleep_apnoea,CPRD_sleep_apnoea.csv,ICD_sleep_apnoea.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-268",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00266,Slow fetal growth or low birth weight,CPRD_LBW.csv,ICD_LBW.csv,,Low Birth Weight,"At the specified date, a patient is defined as having had Slow fetal growth or 'Slow fetal growth or low birth weight' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Slow fetal growth or 'Slow fetal growth or low birth weight' diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  Slow fetal growth or 'Slow fetal growth or low birth weight' or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,LBW,CPRD_LBW.csv,ICD_LBW.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-269",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00267,Spina bifida,CPRD_spina_bifida.csv,ICD_spina_bifida.csv,OPCS_spina_bifida.csv,Spina Bifida,"At the specified date, a patient is defined as having had 'Spina bifida' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spina bifida' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spina bifida' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Spina bifida' during a hospitalization",Perinatal ,0,1,spina_bifida,CPRD_spina_bifida.csv,"ICD_spina_bifida.csv,OPCS_spina_bifida.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-270",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00268,Spinal stenosis,CPRD_spinal_stenosis.csv,ICD_spinal_stenosis.csv,,Spinal Stenosis,"At the specified date, a patient is defined as having had 'Spinal stenosis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spinal stenosis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spinal stenosis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,spinal_stenosis,CPRD_spinal_stenosis.csv,ICD_spinal_stenosis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-271",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00269,Splenomegaly,CPRD_splenomegaly.csv,ICD_splenomegaly.csv,,Hypersplenism,"At the specified date, a patient is defined as having had Splenomegaly IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Splenomegaly diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Splenomegaly or history of diagnosis during a hospitalization",Haematological or immunological,0,1,splenomegaly,CPRD_splenomegaly.csv,ICD_splenomegaly.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-272",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00270,Spondylolisthesis,CPRD_spondylolisthesis.csv,ICD_spondylolisthesis.csv,,Spondylolisthesis,"At the specified date, a patient is defined as having had 'Spondylolisthesis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spondylolisthesis' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spondylolisthesis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,spondylolisthesis,CPRD_spondylolisthesis.csv,ICD_spondylolisthesis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-273",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00271,Spondylosis,CPRD_spondylosis.csv,ICD_spondylosis.csv,,Spondylosis,"At the specified date, a patient is defined as having had 'Spondylosis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Spondylosis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Spondylosis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,spondylosis,CPRD_spondylosis.csv,ICD_spondylosis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-274",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00272,Stable angina,CPRD_stable_angina.csv,ICD_stable_angina.csv,,Stable angina,"Use MODIFIED CALIBER 'Stable angina' phenotyping algorithm:

At the specified date, a patient is considered to have had 'Stable angina' IF they meet the criteria for any of the following on or before the specified date:
    1. Recorded diagnosis of 'Stable angina' in primary or secondary care
    2. Coronary revascularisation without un'Stable angina' or myocardial infarction in the previous 30 days
    3. Primary care record of abnormal coronary angiogram or test showing evidence of myocardial ischaemia

The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date. Include terms for h/o 'Stable angina':
1.	Recorded diagnosis:
    a)	Primary care diagnosis of ischaemic chest pain: chest_pain_gprd, category 4
    b)	Primary care diagnosis of 'Stable angina': sa_diagnosis_gprd, category 1, category 4
    c)	Secondary care diagnosis of 'Stable angina': angina_hes, category 4
2.	Coronary revascularisation without un'Stable angina' (phenotype_ua) or myocardial infarction (phenotype_mi) in the previous 30 days:
    a)	Primary care record of percutaneous coronary intervention (PCI): pci_gprd, category 2
    b)	Secondary care record of PCI: pci_opcs, category 2
    c)	Primary care record of coronary artery bypass graft (CABG): cabg_gprd, category 2
    d)	Secondary care record of CABG: cabg_opcs, category 2
3.	Test results:
    a)	Primary care record of abnormal stress echocardiogram: stress_echo_gprd, category 3
    b)	Primary care record of abnormal invasive coronary angiogram: angio_gprd, category 3
    c)	Primary care record of abnormal computed tomography coronary angiogram: ct_angio_gprd, category 3
    d)	Primary care record of abnormal magnetic resonance coronary angiogram: mr_angio_gprd, category 3
    e)	Primary care record of abnormal exercise ECG: eecg_gprd, category 3
    f)	Primary care record of myocardial ischaemia on resting ECG: recg_gprd, category 2
    g)	Primary care record of abnormal myocardial perfusion scan: radio_scan_gprd, category 3",Cardiovascular,0,1,stable_angina,CPRD_stable_angina.csv,ICD_stable_angina.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-275",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00273,Stroke NOS,CPRD_Stroke_NOS.csv,ICD_Stroke_NOS.csv,,Stroke - Not otherwise specified (NOS),"At the specified date, a patient is defined as having had a stroke NOS IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

No record for subarachnoid haemorrhage, ischaemic stroke or intracerebral haemorrhage at any time on or before the specified date
AND
Primary care
1. Stroke NOS diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of stroke NOS or stroke NOS during a hospitalization",Cardiovascular,0,1,Stroke_NOS,CPRD_Stroke_NOS.csv,ICD_Stroke_NOS.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-276",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00274,Subarachnoid haemorrhage,CPRD_Subarach.csv,ICD_Subarach.csv,,Subarachnoid Haemorrhage,"At the specified date, a patient is defined as having had a 'Subarachnoid haemorrhage' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Subarachnoid haemorrhage' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Subarachnoid haemorrhage' or sequelae of 'Subarachnoid haemorrhage' during a hospitalization",Cardiovascular,0,1,Subarach,CPRD_Subarach.csv,ICD_Subarach.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-277",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00275,Subdural haematoma - nontraumatic,CPRD_subdural_haem.csv,ICD_subdural_haem.csv,,Subdural haematoma,"At the specified date, a patient is defined as having had Subdural haemorrhage (acute)(nontraumatic) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Subdural haemorrhage (acute)(nontraumatic) diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Subdural haemorrhage (acute)(nontraumatic) or history of diagnosis during a hospitalization",Cardiovascular,0,1,subdural_haem,CPRD_subdural_haem.csv,ICD_subdural_haem.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-278",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00276,Supraventricular tachycardia,CPRD_SVT.csv,ICD_SVT.csv,,Supraventricular Tachycardia,"At the specified date, a patient is defined as having had 'Supraventricular tachycardia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Supraventricular tachycardia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Supraventricular tachycardia' or history of diagnosis during a hospitalization",Cardiovascular,0,1,SVT,CPRD_SVT.csv,ICD_SVT.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-279",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00277,Syndrome of inappropriate secretion of antidiuretic hormone,,ICD_SIADH.csv,,Syndrome of Inappropriate AntiDiuretic Hormone,"At the specified date, a patient is defined as having had SIADH IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care (ICD10)
1. ALL diagnoses of SIADH or history of diagnosis during a hospitalization",Endocrine,0,1,SIADH,,ICD_SIADH.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-280",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00278,Systemic sclerosis,CPRD_sys_sclerosis.csv,ICD_sys_sclerosis.csv,,Scleroderma,"At the specified date, a patient is defined as having had Systemic sclerosis IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Systemic sclerosis diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Systemic sclerosis or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,sys_sclerosis,CPRD_sys_sclerosis.csv,ICD_sys_sclerosis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-281",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00279,Thalassaemia,CPRD_thala.csv,ICD_thala.csv,,Thalassaemia,"At the specified date, a patient is defined as having had 'Thalassaemia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Thalassaemia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Thalassaemia' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,thala,CPRD_thala.csv,ICD_thala.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-282",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00280,Thalassaemia trait,CPRD_thal_trait.csv,ICD_thal_trait.csv,,Thalassaemia Trait,"At the specified date, a patient is defined as having had 'Thalassaemia trait' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Thalassaemia trait' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Thalassaemia trait' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,thal_trait,CPRD_thal_trait.csv,ICD_thal_trait.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-283",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00281,Thrombophilia,CPRD_thrombophilia.csv,ICD_thrombophilia.csv,,Thrombophilia,"At the specified date, a patient is defined as having had 'Thrombophilia' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Thrombophilia' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Thrombophilia' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,thrombophilia,CPRD_thrombophilia.csv,ICD_thrombophilia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-284",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00282,Tinnitus,CPRD_tinnitus.csv,ICD_tinnitus.csv,,Tinnitus,"At the specified date, a patient is defined as having had 'Tinnitus' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Tinnitus' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Tinnitus' or history of diagnosis during a hospitalization",Ear,0,1,tinnitus,CPRD_tinnitus.csv,ICD_tinnitus.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-285",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00283,Transient ischaemic attack,CPRD_TIA.csv,ICD_TIA.csv,,Transient Ischaemic Attack,"At the specified date, a patient is defined as having had a 'Transient ischaemic attack' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Transient ischaemic attack' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Transient ischaemic attack' or history of diagnosis during a hospitalization",Cardiovascular,0,1,TIA,CPRD_TIA.csv,ICD_TIA.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-286",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00284,Trifascicular block,CPRD_trifasc_block.csv,ICD_trifasc_block.csv,,Trifascicular Block,"At the specified date, a patient is defined as having had 'Trifascicular block' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Trifascicular block' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Trifascicular block' or history of diagnosis during a hospitalization",Cardiovascular,0,1,trifasc_block,CPRD_trifasc_block.csv,ICD_trifasc_block.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-287",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
